sample_id,p__Firmicutes,p__Bacteroidota,p__Actinobacteriota,p__Proteobacteria,p__Verrucomicrobiota,p__Firmicutes;c__Clostridia,p__Bacteroidota;c__Bacteroidia,p__Firmicutes;c__Bacilli,p__Actinobacteriota;c__Actinobacteria,p__Proteobacteria;c__Gammaproteobacteria,p__Verrucomicrobiota;c__Verrucomicrobiae,p__Actinobacteriota;c__Coriobacteriia,p__Firmicutes;c__Clostridia;o__Lachnospirales,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales,p__Firmicutes;c__Bacilli;o__Erysipelotrichales,p__Firmicutes;c__Bacilli;o__Lactobacillales,p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales,p__Firmicutes;c__Clostridia;o__Clostridia_UCG014,p__Firmicutes;c__Clostridia;o__Oscillospirales,p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales,p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales,p__Firmicutes;c__Clostridia;o__Peptococcales,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae,p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae,p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae,p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae,p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae,p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae,p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136,p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia_Shigella,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_ventriosum,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__A2,p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella,p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG001,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA_900066575,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG006,p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__HT002,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis,p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus,p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter,p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter,p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Marvinbryantia
DO0869,0.439421488,0.261006762,0.295033809,0.002539444,0.001998497,0.322088655,0.261006762,0.117332832,0.284102179,0.002539444,0.001998497,0.01093163,0.259361382,0.261006762,0.284102179,0.02701728,0.089406461,3.76e-05,0.001998497,0.009992487,0.050788881,0.01093163,0.002501878,0.001111946,0.259361382,0.257212622,0.284102179,0.00012021,0.089323817,3.76e-05,0.02689707,0.001998497,0.00379414,0.025649887,0.019699474,0.01093163,0.002501878,0.001111946,0.284102179,0,0.051953418,0.102133734,3.76e-05,0.055184072,0.001292261,0.020450789,0.000300526,0.001998497,0,0.00379414,0,0.006220887,0.000150263,0.002742299,0.006679189,0,0.037370398,0.01513148,0.010210368,0.002501878,0.004688204,0.005950413,0.003493614,0.001938392
DO0870,0.324544003,0.463952227,0.209727473,0.001776297,0,0.199311598,0.463952227,0.125232405,0.206541197,0.001776297,0,0.003186276,0.106764444,0.463952227,0.206541197,0.123884631,0.000269555,0.001776297,0,0.067291942,0.023395976,0.003186276,0,0.000214262,0.106764444,0.462120636,0.206541197,0.031047186,0.000186615,0.001776297,0.092837445,0,0.00183159,0.018080908,0.005183747,0.003186276,0,0.000214262,0.206541197,0.030915864,0,0.018426491,0.001776297,0.033777292,0.049473677,0.004423464,0.000781018,0,0,0.00183159,0,0.004623902,0.000138233,0.002522757,0.000601315,0.000131322,0.000186615,0.001327039,0.002502022,0,0.005135365,0.003725386,0.003545683,0.006704312
DO0871,0.577509431,0.274569284,0.134163653,0.013757632,0,0.375918796,0.274569284,0.201590635,0.127600824,0.013757632,0,0.006562828,0.362277836,0.274569284,0.127600824,0.200968382,0.000243068,0.007457317,0,0,0.013057597,0.006562828,0.006300315,0.000369463,0.362277836,0.268521759,0.127600824,0.065394936,1.94e-05,0.007457317,0.135573445,0,0.006047525,0.012114495,0.000943103,0.006562828,0.006300315,0.000369463,0.127600824,0.064918524,1.94e-05,0.050548361,0.007457317,0.091694863,0.029770933,0.047067631,0.093162991,0,0,0.006047525,0,0.014525726,0,0.005736398,0.001477852,0,0,0.000476413,0.006086415,0.006300315,0.001137557,0.00513359,0.001098666,0.003276553
DO0872,0.270158498,0.288118152,0.440836693,0.000886657,0,0.173169895,0.288118152,0.096988603,0.43367872,0.000886657,0,0.007157974,0.167332199,0.288118152,0.43367872,0.088316193,0.008549442,0.000323597,0,0,0.005391132,0.007157974,0.000563059,0.000330069,0.167332199,0.284985729,0.43367872,0.069172173,0.00814171,0.000323597,0.01914402,0,0.003132423,0.003197142,0.00219399,0.007157974,0.000563059,0.000330069,0.43367872,0,0.007999327,0.02193343,0.000323597,0.05254574,0.008782433,0.008174069,0.033188146,0,0,0.003132423,0.068978015,0.010478083,3.88e-05,0.002155158,0,0.000660139,0.000142383,0.001404413,0.003669594,0.000563059,0.000187686,0.001067871,0.000427149,0.001967472
DO0873,0.597693911,0.379563822,0.017666772,0.001638103,0.003437392,0.557843402,0.379563822,0.039850509,0.002387807,0.001638103,0.003437392,0.015278965,0.517220698,0.379563822,0.002387807,0.038396084,0.001383204,0.001596869,0.003437392,7.12e-05,0.038973356,0.015278965,4.12e-05,2.25e-05,0.517220698,0.374780712,0.002387807,0.000528541,0.001383204,0.001596869,0.037867542,0.003437392,0.004783111,0.026730691,0.01220143,0.015278965,4.12e-05,2.25e-05,0.002387807,0.000483559,0.001252005,0.074745476,0.001596869,0.077455655,0.037867542,0.052857871,0.000149941,0.003437392,4.5e-05,0.004783111,0,0.026554511,0.000209917,0.002665197,0.002601472,0,0.000131198,0.011031892,0.015278965,4.12e-05,0.00501177,0.004839338,0.006065104,0.002095422
DO0874,0.414264496,0.463341902,0.119508712,0.00288489,0,0.227055127,0.463341902,0.187209369,0.118606113,0.00288489,0,0.000902599,0.189437304,0.463341902,0.118606113,0.15664096,0.029814339,5.71e-05,0,0.030185661,0.007129392,0.000902599,0.002827763,1.14e-05,0.189437304,0.461039703,0.118606113,0.098143388,0.028963153,5.71e-05,0.058497572,0,0.002302199,0.003256213,0.003119109,0.000902599,0.002827763,1.14e-05,0.118606113,0.09806341,0.02587832,0.027894887,5.71e-05,0.087957726,0.013224793,0.010242788,0.004850043,0,0,0.002302199,0,0.005609826,0.004181662,0.007392174,2.86e-05,0,0.003084833,0.002742074,0.000628392,0.002827763,0.000788346,0.000696944,0.000354185,0.002176521
DO0875,0.453829365,0.175105633,0.369337102,0.001671937,5.6e-05,0.216827098,0.175105633,0.237002267,0.359949072,0.001671937,5.6e-05,0.009388029,0.210796933,0.175105633,0.359949072,0.038363601,0.198519741,3.5e-05,5.6e-05,0.00037776,0.004959846,0.009388029,0.001636959,0.000384755,0.210796933,0.175070655,0.359949072,0.034194252,0.198386826,3.5e-05,0.004169348,5.6e-05,3.5e-05,0.003343873,0.001615972,0.009388029,0.001636959,0.000384755,0.359949072,0,0.174287153,0.01695022,3.5e-05,0.059714022,0.003987464,0.007093489,0.057391499,5.6e-05,0.033767524,3.5e-05,0.000349778,0.003504771,0,0.001175253,0.00012592,0,0.024099673,0.001371128,0.008646501,0.001636959,0.000265831,0.000839466,0.000650586,0.001154266
DO0876,0.405316426,0.438965408,0.151768122,0.003633664,0.000316379,0.312914856,0.438965408,0.09240157,0.148356863,0.003633664,0.000316379,0.003411259,0.288512923,0.438965408,0.148356863,0.089309823,0.003047892,0.000131564,0.000316379,0.009726316,0.013278536,0.003411259,0.0035021,0.00098986,0.288512923,0.437743745,0.148356863,0.06483271,0.003047892,0.000131564,0.024477113,0.000316379,0.001221663,0.010186789,0.00249971,0.003411259,0.0035021,0.00098986,0.148356863,0.053609074,0.002311762,0.086136632,0.000131564,0.070267544,0.009767038,0.015483794,0.002412001,0.000316379,0.000297585,0.001221663,0.010453049,0.011179782,1.25e-05,0.002032972,0.00020361,9.4e-06,0.00073613,0.000823839,0.002139476,0.0035021,0.000673481,0.003571015,0.001556837,0.002177066
DO0877,0.505015975,0.229847754,0.262958235,0.0021564,2.16e-05,0.469568792,0.229847754,0.035447183,0.252745985,0.0021564,2.16e-05,0.01021225,0.433962945,0.229847754,0.252745985,0.017106962,0.014402446,0.000137029,2.16e-05,0.001680406,0.033853322,0.01021225,0.002019372,0,0.433962945,0.227583173,0.252745985,0.000108181,0.014402446,0.000137029,0.016998781,2.16e-05,0.002264581,0.022054422,0.006072539,0.01021225,0.002019372,0,0.252745985,0,0.006613442,0.11164961,0.000137029,0.040300886,0.01218835,0.036932863,0.034415861,2.16e-05,1.44e-05,0.002264581,0,0.051068464,0.00770246,0.006151871,0.014986622,0.000100969,0.007789005,0.003331963,0.010118494,0.002019372,0.005445091,0.005625392,0.003894502,0.001500105
DO0878,0.392254962,0.447918359,0.153044898,0.006781781,0,0.317549787,0.447918359,0.074705175,0.148537247,0.006781781,0,0.004507651,0.266268152,0.447918359,0.148537247,0.067021864,0.007285338,0.001238589,0,0.020690523,0.009348299,0.004507651,0.005543192,0.020759559,0.266268152,0.447398558,0.148537247,0.00111676,0.003102563,0.001238589,0.065905104,0,0.000519801,0.004255872,0.003626425,0.004507651,0.005543192,0.020759559,0.148537247,0.000629447,0.002042656,0.034668302,0.001238589,0.156902797,0.009957441,0.005092427,0.020430623,0,0.000198986,0.000519801,0.000134011,0.004012215,0.005859946,0.004511712,0.002054839,0,0.001059907,0.002903577,0.004020337,0.005543192,0.000536045,0.001421331,0.00034112,0.00780514
DO0879,0.368667277,0.344722788,0.284151289,0.002458647,0,0.247442324,0.344722788,0.121224953,0.275668957,0.002458647,0,0.008482332,0.241288877,0.344722788,0.275668957,0.06264769,0.058577263,0,0,0,0.006112469,0.008482332,0.002458647,0,0.241288877,0.344722788,0.275668957,0.055517613,0.055367363,0,0.007130076,0,0,0.00288891,0.002465476,0.008482332,0.002458647,0,0.275668957,0.033792736,0.044890795,0.03469424,0,0.09700728,0.005989537,0.005019737,0.063993116,0,0.0115693,0,0.010155578,0.009691167,6.83e-06,0.002588409,0.000204887,0,0.010476568,0.002035213,0.008311593,0.002458647,0.000122932,0.000525877,0.00129079,0.00128396
DO0880,0.315215665,0.367027432,0.314818596,0.002938307,0,0.227696095,0.367027432,0.08751957,0.311630704,0.002938307,0,0.003187893,0.198290336,0.367027432,0.311630704,0.040075556,0.046417308,0,0,0.002359721,0.021299889,0.003187893,0.002938307,0.000873551,0.198290336,0.362722075,0.311630704,0.032088807,0.046388946,0,0.007986749,0,0.004305357,0.015990516,0.004328047,0.003187893,0.002938307,0.000873551,0.311630704,0.031805187,0.033881288,0.060847911,0,0.029139155,0.005791528,0.010221678,0.013273433,0,0,0.004305357,0,0.012411227,0.017079618,0.003556599,0.001701722,0,0.012507658,0.002172532,0.002529894,0.002938307,0.002751117,0.001559912,0.004231616,0.00181517
DO0881,0.517610343,0.332928032,0.145874708,0.0001351,0.003451816,0.435584107,0.332928032,0.082026237,0.139484457,0.0001351,0.003451816,0.006390251,0.385846877,0.332928032,0.139484457,0.008545103,0.072765101,0.0001351,0.003451816,0,0.044475067,0.006390251,0,0.005120307,0.385846877,0.303205934,0.139484457,0.000526892,0.072393575,0.0001351,0.008018212,0.003451816,0.029722098,0.026803929,0.014881314,0.006390251,0,0.005120307,0.139484457,0,0.030363826,0.114646239,0.0001351,0.061457193,0.000918683,0.023946554,0.031268999,0.003451816,0,0.029722098,0,0.022230779,1.35e-05,0.011152542,0.006342966,0,0.042029749,0.011726719,0.002796579,0,0.004019238,0.005910645,0.008173577,0.001283454
DO0882,0.29407936,0.228090614,0.451162857,0.004164682,0.022502488,0.194669396,0.228090614,0.099409964,0.449950712,0.004164682,0.022502488,0.001212144,0.176812674,0.228090614,0.449950712,0.007357762,0.091773928,0.000433919,0.022502488,7.07e-05,0.01112154,0.001212144,0.003730763,0.006122035,0.176812674,0.2259446,0.449950712,0.003103466,0.091755062,0.000433919,0.004254296,0.022502488,0.002146014,0.006801213,0.003716613,0.001212144,0.003730763,0.006122035,0.449950712,0.00049995,0.086604629,0.018884922,0.000433919,0.08810448,0.003377024,0.009758467,0.025738017,0.022502488,0.000570698,0.002146014,0.001929054,0.000367888,3.77e-05,0.001226294,0.000830106,0,0.005150433,0.002561067,0.001080082,0.003730763,0.000806524,0.001065932,0.001334773,0.000570698
DO0883,0.423802976,0.237325217,0.319966627,0.000936298,0.017968883,0.368240038,0.237325217,0.055562937,0.308777405,0.000936298,0.017968883,0.011189222,0.337768645,0.237325217,0.308777405,0.032680809,0.022542218,4.94e-05,0.017968883,0.000605658,0.028484465,0.011189222,0.000886856,0.000543856,0.337768645,0.224047093,0.308777405,0.020286451,0.022403164,4.94e-05,0.012394357,0.017968883,0.013278124,0.019955812,0.007447121,0.011189222,0.000886856,0.000543856,0.308777405,0.000432613,0.020091776,0.066038348,4.94e-05,0.092653307,0.005827913,0.024492066,0.035622576,0.017968883,0.000376991,0.013278124,0.019445947,0.010432149,0.010036618,0.011390078,0.01484171,2.78e-05,0.002311389,0.006381039,0.010388888,0.000886856,0.001804614,0.003865705,0.003145713,0.001461613
DO0884,0.380866781,0.342830058,0.273290118,0.002977642,3.54e-05,0.18265494,0.342830058,0.198211841,0.270965433,0.002977642,3.54e-05,0.002324685,0.15902261,0.342830058,0.270965433,0.146903567,0.051139135,0,3.54e-05,0.006993722,0.011827965,0.002324685,0.002977642,0.004499898,0.15902261,0.336516827,0.270965433,0.140436931,0.051115534,0,0.006466636,3.54e-05,0.006313231,0.008987995,0.002690498,0.002324685,0.002977642,0.004499898,0.270965433,0.139252954,0.04224161,0.02355366,0,0.041073367,0.006273896,0.006372233,0.012201646,3.54e-05,0,0.006313231,0.001014837,0.008217034,0.002627563,0.005408531,0.004063282,0,0.008873924,0.002053275,0.002324685,0.002977642,0.000507419,0.001376717,0.001593058,0.002875372
DO0885,0.575249138,0.117519695,0.274407747,0.002722355,0.030101066,0.343418742,0.117519695,0.231830396,0.270084421,0.002722355,0.030101066,0.004323326,0.305891148,0.117519695,0.270084421,0.055519116,0.176156119,0,0.030101066,0.000860433,0.029282949,0.004323326,0.002722355,0.006798835,0.305891148,0.11118634,0.270084421,0.046928887,0.176156119,0,0.008590229,0.030101066,0.006333354,0.024536459,0.00332889,0.004323326,0.002722355,0.006798835,0.270084421,0.019529018,0.162826453,0.072128303,0,0.044481589,0.006058298,0.015925072,0.041589968,0.030101066,0,0.006333354,0.027399869,0.00136823,0.00575503,0.010296991,0.000119896,0,0.013329666,0.001114332,0.004323326,0.002722355,0.002080556,0.005811452,0.00172792,0.001840763
DO0886,0.664720135,0.322512031,0.012209555,0.000558279,0,0.42402385,0.322512031,0.240696285,0.004589051,0.000558279,0,0.007620504,0.372182088,0.322512031,0.004589051,0.218984826,0.01846786,0,0,0.010970177,0.03829792,0.007620504,0.000558279,0.001177968,0.372182088,0.298238072,0.004589051,0.211816527,0.018395284,0,0.007168299,0,0.024273959,0.023520282,0.0095354,0.007620504,0.000558279,0.001177968,0.004589051,0.211816527,0.013091636,0.12432867,0,0.04112281,0.004522058,0.020673061,0.012293297,0,0,0.024273959,0,0.030789071,0.002395016,0.011243733,0.003773964,0.002852804,0.005303648,0.006732841,0.004873773,0.000558279,0.003182189,0.0040866,0.002780228,0.003935865
DO0887,0.658566383,0.064323249,0.255382133,0.004256369,0.017471866,0.251932399,0.064323249,0.406633984,0.251924568,0.004256369,0.017471866,0.003457566,0.235764463,0.064323249,0.251924568,0.133717333,0.272897072,0.000207532,0.017471866,0.001926526,0.01370496,0.003457566,0.004048837,0.000383739,0.235764463,0.062960585,0.251924568,0.079473103,0.272846168,0.000207532,0.05424423,0.017471866,0.001362665,0.010721194,0.002498218,0.003457566,0.004048837,0.000383739,0.251924568,0.062870523,0.229671629,0.032974133,0.000207532,0.084312912,0.033628055,0.006922962,0.048883633,0.017471866,0.000184038,0.001362665,0.016418542,0.001037661,0.00016446,0.008493159,0.002239782,7.83e-06,0.043174539,0.001632848,0.003093405,0.004048837,0.002987681,0.003257865,0.002553038,0.001942189
DO0888,0.482745204,0.219360506,0.292966033,0.004928257,0,0.154892298,0.219360506,0.327852907,0.289871134,0.004928257,0,0.003094898,0.149103364,0.219360506,0.289871134,0.05676928,0.271083627,0.004928257,0,7.66e-05,0.005411651,0.003094898,0,0,0.149103364,0.203944964,0.289871134,0.020880248,0.270995201,0.004928257,0.035889032,0,0.015415542,0.002982893,0.002428758,0.003094898,0,0,0.289871134,0.020880248,0.26162208,0.022825613,0.004928257,0.071512786,0.022625181,0.005617978,0.012768667,0,0,0.015415542,0,0.000147376,4.72e-05,0.001739038,0.002670455,0,0.009373121,0.002098636,0.002464129,0,2.36e-05,0.001013948,0.000359598,0.000907837
DO0889,0.522109326,0.210802877,0.253383501,0.013704295,0,0.346264566,0.210802877,0.17584476,0.247313877,0.013704295,0,0.006069624,0.324114694,0.210802877,0.247313877,0.051257308,0.124587452,0.000247326,0,0.000158126,0.021874164,0.006069624,0.013456969,0,0.324114694,0.208426925,0.247313877,0.031487443,0.124587452,0.000247326,0.019769865,0,0.002375952,0.017584476,0.004277524,0.006069624,0.013456969,0,0.247313877,0.004792449,0.106873231,0.05977992,0.000247326,0.074120776,0.006260187,0.033234944,0.075045208,0,0.000218944,0.002375952,0.026244942,0.018800834,2.03e-05,0.006045297,0.008032015,0,0.017714221,0.002152953,0.005416846,0.013456969,0.001001468,0.006754839,0.003624746,0.001070395
DO0890,0.42376215,0.466339442,0.007604029,8.78e-06,0.102285599,0.420697709,0.466339442,0.003064441,2.63e-05,8.78e-06,0.102285599,0.007577687,0.399545163,0.466339442,2.63e-05,0,0.002537603,8.78e-06,0.102285599,0,0.020476437,0.007577687,0,0,0.399545163,0.464671121,2.63e-05,0,0.002537603,8.78e-06,0,0.102285599,0.00166832,0.010958231,0.009518207,0.007577687,0,0,2.63e-05,0,0.001440024,0.222799793,8.78e-06,0.019633496,0,0.012213861,0,0.102285599,0,0.00166832,0,0,0,0.012169958,0,0,0.001097579,0,0.007577687,0,0.000869283,0.007015726,0.002836145,0
DO0891,0.540808664,0.27624977,0.182941566,0,0,0.524761682,0.27624977,0.016046982,0.165810529,0,0,0.017131036,0.469882693,0.27624977,0.165810529,0,0.01317772,0,0,0,0.050622336,0.017131036,0,0,0.469882693,0.240794244,0.165810529,0,0.012963893,0,0,0,0.035455526,0.035719081,0.013863956,0.017131036,0,0,0.165810529,0,0.004684307,0.146247831,0,0.082537283,0,0.017727763,0.040348687,0,0,0.035455526,0,0.021889934,0,0.006111479,0.005718633,0,0.008279586,0.009900695,0.015728728,0,0.004266598,0.006250715,0.006902142,0.002506253
DO0892,0.424101124,0.246117079,0.31939976,0.004920881,0.005461156,0.225610973,0.246117079,0.198490151,0.315028888,0.004920881,0.005461156,0.004370872,0.204725214,0.246117079,0.315028888,0.141912183,0.055721316,0.000189826,0.005461156,9.73e-05,0.019863617,0.004370872,0.004731055,2.43e-05,0.204725214,0.239643516,0.315028888,0.108561165,0.055555826,0.000189826,0.033351018,0.005461156,0.006473563,0.012640484,0.00550983,0.004370872,0.004731055,2.43e-05,0.315028888,0.073676935,0.047310551,0.032148785,0.000189826,0.015653367,0.02373802,0.013229432,0.060359891,0.005461156,0.034455904,0.006473563,9.73e-05,0.006147451,7.3e-05,0.006356747,0.000817713,0.010674078,0.008245275,0.002472609,0.002779252,0.004731055,0.002594293,0.00296421,0.002423936,0.002054018
DO0894,0.466198509,0.353205441,0.177419538,0.002098767,0.001077745,0.256628133,0.353205441,0.209570377,0.175133584,0.002098767,0.001077745,0.002285954,0.243252748,0.353205441,0.175133584,0.168213325,0.040971332,0.000419753,0.001077745,0.000544545,0.009841515,0.002285954,0.001679013,0.001276277,0.243252748,0.348678911,0.175133584,0.149267701,0.0407728,0.000419753,0.018945625,0.001077745,0.00452653,0.005836841,0.003125461,0.002285954,0.001679013,0.001276277,0.175133584,0.149222322,0.03835071,0.043728091,0.000419753,0.057994033,0.009155161,0.024442125,0.014611955,0.001077745,5.67e-06,0.00452653,0,0.011492166,0.014997674,0.008724063,0.000975643,0,0.00242209,0.002529865,0.002285954,0.001679013,0.001111779,0.001094762,0.001616618,0.000958626
DO0895,0.536003959,0.093202829,0.350578524,0.002609122,0.017605566,0.196991101,0.093202829,0.339012858,0.343217244,0.002609122,0.017605566,0.007361279,0.189293471,0.093202829,0.343217244,0.052802283,0.286056814,0.000312326,0.017605566,0.00012493,0.006669357,0.007361279,0.002296796,0.000235446,0.189293471,0.092698303,0.343217244,0.051062869,0.286056814,0.000312326,0.001739415,0.017605566,0.000504526,0.003228968,0.003368314,0.007361279,0.002296796,0.000235446,0.343217244,0.000514136,0.271593727,0.01532799,0.000312326,0.107910973,0.000389206,0.019359396,0.000398816,0.017605566,0.001523189,0.000504526,0.049025543,0.000701532,5.77e-05,0.001648119,0.003992965,0,0.014463088,0.003017548,0.007005708,0.002296796,0.000120125,0.000379596,0.000932172,0.001114763
DO0896,0.449020883,0.460793169,0.087735145,0.002450803,0,0.367144784,0.460793169,0.081876099,0.083628393,0.002450803,0,0.004106751,0.295487391,0.460793169,0.083628393,0.07652287,0.005286991,0.001005612,0,0.009526218,0.040748368,0.004106751,0.001445191,0.020666233,0.295487391,0.457318689,0.083628393,0.057325915,0.005232796,0.001005612,0.019196955,0,0.00347448,0.029807067,0.008990293,0.004106751,0.001445191,0.020666233,0.083628393,0.057319893,0.002324349,0.074758533,0.001005612,0.088006118,0.012555098,0.016547438,0.020292892,0,0,0.00347448,6.02e-06,0.017583159,0,0.009736975,0.003040923,0.000168606,0.002908447,0.005889154,0.003588891,0.001445191,0.002456825,0.00838813,0.004185033,0.005473661
DO0897,0.672312,0.146618588,0.180451998,0.000617414,0,0.331851255,0.146618588,0.340460745,0.174093495,0.000617414,0,0.006358503,0.283444311,0.146618588,0.174093495,0.257405748,0.071401315,0,0,0.001059036,0.044608135,0.006358503,0.000617414,0.001076186,0.283444311,0.127633119,0.174093495,0.255939391,0.071375589,0,0.001466357,0,0.018985469,0.038952798,0.00474208,0.006358503,0.000617414,0.001076186,0.174093495,0.255390578,0.061998619,0.07830863,0,0.011327825,0.001273416,0.015756911,0.010037259,0,3e-05,0.018985469,0.000274406,0.021279333,0.001423481,0.015679734,0.016957437,0,0.00937697,0.002864113,0.004266157,0.000617414,0.006491418,0.005676775,0.003237134,0.001877966
DO0898,0.433450081,0.30200811,0.253123436,0.001784821,0.009633552,0.272271054,0.30200811,0.161179027,0.249329759,0.001784821,0.009633552,0.003793678,0.250472343,0.30200811,0.249329759,0.104721934,0.056457093,7.47e-06,0.009633552,0.000746787,0.019655433,0.003793678,0.001777353,0.000410733,0.250472343,0.29902843,0.249329759,0.09432666,0.056457093,7.47e-06,0.010395274,0.009633552,0.00297968,0.011896316,0.002994616,0.003793678,0.001777353,0.000410733,0.249329759,0.093759101,0.053014406,0.119612866,7.47e-06,0.031984885,0.008468564,0.011933655,0.001837096,0.009633552,0,0.00297968,0,0.002344911,8.96e-05,0.002748176,6.72e-05,0,0.003442688,0.002240361,0.003711531,0.001777353,0.001777353,0.001687739,0.003801146,0.001045502
DO0899,0.478249158,0.138647587,0.382182941,0.000920314,0,0.277912458,0.138647587,0.2003367,0.372962963,0.000920314,0,0.009219978,0.240039282,0.138647587,0.372962963,0.028714927,0.171593715,2.24e-05,0,0,0.036851852,0.009219978,0.000897868,0.000976431,0.240039282,0.136863075,0.372962963,0.02493266,0.171593715,2.24e-05,0.003782267,0,0.001784512,0.023108866,0.01372615,0.009219978,0.000897868,0.000976431,0.372962963,0,0.14865881,0.025712682,2.24e-05,0.046144781,0.003782267,0.03537037,0.006425365,0,0,0.001784512,0.02483165,0.024427609,0.000117845,0.004927048,0.001672278,0,0.022934905,0.012665544,0.008468013,0.000897868,0.005246914,0.006969697,0.006638608,0.00023569
DO0900,0.367308464,0.453759788,0.178469766,0.000335987,0.000125995,0.326444044,0.453759788,0.04086442,0.166654223,0.000335987,0.000125995,0.011815543,0.22033748,0.453759788,0.166654223,0.02182049,0.018759275,2.8e-05,0.000125995,0.043836972,0.028708223,0.011815543,0.000307988,0.02749027,0.22033748,0.440133648,0.166654223,0.00268323,0.018759275,2.8e-05,0.01913726,0.000125995,0.01362614,0.014872092,0.006771072,0.011815543,0.000307988,0.02749027,0.166654223,0.000293989,0.015558065,0.107641838,2.8e-05,0.024597049,0.016449364,0.009426302,0.017163336,0.000125995,0,0.01362614,0,0.020901192,3.27e-05,0.005254463,0.001516608,0.000569311,0.00320121,0.003793853,0.0060431,0.000307988,0.000867966,0.002986551,0.003289873,0.003845185
