sample_id,text
DO1192,"The gut microbiome of the individual shows a relative abundance of 0.5024820% for Firmicutes, 0.3000373% for Bacteroidota, 0.1974755% for Actinobacteriota, 0.0000052% for Proteobacteria, 0.0000000% for Verrucomicrobiota, 0.1273132% for Clostridia, 0.3000373% for Bacteroidia, 0.3751687% for Bacilli, 0.1951012% for Actinobacteria, 0.0000052% for Gammaproteobacteria, 0.0000000% for Verrucomicrobiae, 0.0023743% for Coriobacteriia, 0.1174851% for Lachnospirales, 0.3000373% for Bacteroidales, 0.1951012% for Bifidobacteriales, 0.2163332% for Erysipelotrichales, 0.1584048% for Lactobacillales, 0.0000052% for Enterobacterales, 0.0000000% for Verrucomicrobiales, 0.0027735% for Clostridia UCG-014, 0.0062824% for Oscillospirales, 0.0023743% for Coriobacteriales, 0.0006408% for Other_Order_Level, 0.0000000% for Burkholderiales, 0.0000000% for Peptococcales, 0.1174851% for Lachnospiraceae, 0.2978626% for Muribaculaceae, 0.1951012% for Bifidobacteriaceae, 0.2162544% for Erysipelotrichaceae, 0.1583786% for Lactobacillaceae, 0.0000052% for Enterobacteriaceae, 0.0000788% for Erysipelatoclostridiaceae, 0.0000000% for Akkermansiaceae, 0.0027735% for Unknown Clostridia UCG-014 (Order) 1, 0.0021747% for Rikenellaceae, 0.0050007% for Oscillospiraceae, 0.0006408% for Other_Family_Level, 0.0012817% for Ruminococcaceae, 0.0023743% for Eggerthellaceae, 0.0000000% for Sutterellaceae, 0.0000000% for Peptococcaceae, 0.2978626% for Unknown Muribaculaceae (Family), 0.1951012% for Bifidobacterium, 0.2157922% for Turicibacter, 0.0423379% for Unknown Lachnospiraceae (Family), 0.1534304% for Lactobacillus, 0.0126173% for Lachnospiraceae NK4A136 group, 0.0000052% for Escherichia-Shigella, 0.0479585% for [Eubacterium] ventriosum group, 0.0000000% for Erysipelatoclostridium, 0.0036087% for Lachnoclostridium, 0.0024058% for A2, 0.0000000% for Akkermansia, 0.0000000% for Dubosiella, 0.0027735% for Unknown Clostridia UCG-014 (Order) 2, 0.0000788% for Unknown Erysipelatoclostridiaceae (Family), 0.0021747% for Alistipes, 0.0000000% for Faecalibaculum, 0.0051793% for Roseburia, 0.0000000% for Lachnospiraceae UCG-001, 0.0013027% for GCA-900066575, 0.0012554% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0006408% for Other_Genus_Level, 0.0049482% for HT002, 0.0011556% for Incertae Sedis, 0.0024583% for Unknown Oscillospiraceae (Family), 0.0023743% for Enterorhabdus, 0.0000000% for Parasutterella, 0.0000000% for Unknown Peptococcaceae (Family), 0.0005410% for Intestinimonas, 0.0011241% for Colidextribacter, 0.0008772% for Oscillibacter, 0.0005568% for Marvinbryantia, 0.0000473% for Unknown Ruminococcaceae (Family)."
DO1193,"The gut microbiome of the individual shows a relative abundance of 0.8419121% for Firmicutes, 0.1244354% for Bacteroidota, 0.0327152% for Actinobacteriota, 0.0009373% for Proteobacteria, 0.0000000% for Verrucomicrobiota, 0.6724185% for Clostridia, 0.1244354% for Bacteroidia, 0.1694936% for Bacilli, 0.0033314% for Actinobacteria, 0.0009373% for Gammaproteobacteria, 0.0000000% for Verrucomicrobiae, 0.0293839% for Coriobacteriia, 0.6105565% for Lachnospirales, 0.1244354% for Bacteroidales, 0.0033314% for Bifidobacteriales, 0.1591607% for Erysipelotrichales, 0.0090229% for Lactobacillales, 0.0009373% for Enterobacterales, 0.0000000% for Verrucomicrobiales, 0.0000000% for Clostridia UCG-014, 0.0598293% for Oscillospirales, 0.0293839% for Coriobacteriales, 0.0013100% for Other_Order_Level, 0.0000000% for Burkholderiales, 0.0017843% for Peptococcales, 0.6105565% for Lachnospiraceae, 0.1221994% for Muribaculaceae, 0.0033314% for Bifidobacteriaceae, 0.0858704% for Erysipelotrichaceae, 0.0087858% for Lactobacillaceae, 0.0009373% for Enterobacteriaceae, 0.0732903% for Erysipelatoclostridiaceae, 0.0000000% for Akkermansiaceae, 0.0000000% for Unknown Clostridia UCG-014 (Order) 1, 0.0022360% for Rikenellaceae, 0.0472942% for Oscillospiraceae, 0.0013100% for Other_Family_Level, 0.0125350% for Ruminococcaceae, 0.0293839% for Eggerthellaceae, 0.0000000% for Sutterellaceae, 0.0017843% for Peptococcaceae, 0.1221994% for Unknown Muribaculaceae (Family), 0.0033314% for Bifidobacterium, 0.0858027% for Turicibacter, 0.2418014% for Unknown Lachnospiraceae (Family), 0.0065159% for Lactobacillus, 0.0960227% for Lachnospiraceae NK4A136 group, 0.0009373% for Escherichia-Shigella, 0.0296210% for [Eubacterium] ventriosum group, 0.0732225% for Erysipelatoclostridium, 0.0564753% for Lachnoclostridium, 0.0539683% for A2, 0.0000000% for Akkermansia, 0.0000226% for Dubosiella, 0.0000000% for Unknown Clostridia UCG-014 (Order) 2, 0.0000678% for Unknown Erysipelatoclostridiaceae (Family), 0.0022360% for Alistipes, 0.0000000% for Faecalibaculum, 0.0763732% for Roseburia, 0.0000790% for Lachnospiraceae UCG-001, 0.0451938% for GCA-900066575, 0.0042461% for Lachnospiraceae UCG-006, 0.0000452% for Blautia, 0.0018972% for Other_Genus_Level, 0.0022699% for HT002, 0.0025409% for Incertae Sedis, 0.0208578% for Unknown Oscillospiraceae (Family), 0.0280852% for Enterorhabdus, 0.0000000% for Parasutterella, 0.0017843% for Unknown Peptococcaceae (Family), 0.0045058% for Intestinimonas, 0.0148162% for Colidextribacter, 0.0069902% for Oscillibacter, 0.0028797% for Marvinbryantia, 0.0085712% for Unknown Ruminococcaceae (Family)."
DO1194,"The gut microbiome of the individual shows a relative abundance of 0.3429603% for Firmicutes, 0.4245216% for Bacteroidota, 0.2305180% for Actinobacteriota, 0.0020001% for Proteobacteria, 0.0000000% for Verrucomicrobiota, 0.2926104% for Clostridia, 0.4245216% for Bacteroidia, 0.0503498% for Bacilli, 0.2287114% for Actinobacteria, 0.0020001% for Gammaproteobacteria, 0.0000000% for Verrucomicrobiae, 0.0018066% for Coriobacteriia, 0.2794564% for Lachnospirales, 0.4245216% for Bacteroidales, 0.2287114% for Bifidobacteriales, 0.0479303% for Erysipelotrichales, 0.0017703% for Lactobacillales, 0.0019759% for Enterobacterales, 0.0000000% for Verrucomicrobiales, 0.0001169% for Clostridia UCG-014, 0.0129282% for Oscillospirales, 0.0018066% for Coriobacteriales, 0.0006492% for Other_Order_Level, 0.0000242% for Burkholderiales, 0.0000121% for Peptococcales, 0.2794564% for Lachnospiraceae, 0.4227877% for Muribaculaceae, 0.2287114% for Bifidobacteriaceae, 0.0009476% for Erysipelotrichaceae, 0.0013993% for Lactobacillaceae, 0.0019759% for Enterobacteriaceae, 0.0469827% for Erysipelatoclostridiaceae, 0.0000000% for Akkermansiaceae, 0.0001169% for Unknown Clostridia UCG-014 (Order) 1, 0.0017340% for Rikenellaceae, 0.0099845% for Oscillospiraceae, 0.0006492% for Other_Family_Level, 0.0029397% for Ruminococcaceae, 0.0018066% for Eggerthellaceae, 0.0000242% for Sutterellaceae, 0.0000121% for Peptococcaceae, 0.4227877% for Unknown Muribaculaceae (Family), 0.2287114% for Bifidobacterium, 0.0007057% for Turicibacter, 0.1194871% for Unknown Lachnospiraceae (Family), 0.0004597% for Lactobacillus, 0.0371071% for Lachnospiraceae NK4A136 group, 0.0019759% for Escherichia-Shigella, 0.0852753% for [Eubacterium] ventriosum group, 0.0462004% for Erysipelatoclostridium, 0.0098675% for Lachnoclostridium, 0.0134686% for A2, 0.0000000% for Akkermansia, 0.0002299% for Dubosiella, 0.0001169% for Unknown Clostridia UCG-014 (Order) 2, 0.0007823% for Unknown Erysipelatoclostridiaceae (Family), 0.0017340% for Alistipes, 0.0000000% for Faecalibaculum, 0.0068754% for Roseburia, 0.0005525% for Lachnospiraceae UCG-001, 0.0028308% for GCA-900066575, 0.0007541% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0006492% for Other_Genus_Level, 0.0009396% for HT002, 0.0021493% for Incertae Sedis, 0.0049438% for Unknown Oscillospiraceae (Family), 0.0017703% for Enterorhabdus, 0.0000242% for Parasutterella, 0.0000121% for Unknown Peptococcaceae (Family), 0.0009073% for Intestinimonas, 0.0015404% for Colidextribacter, 0.0025929% for Oscillibacter, 0.0025526% for Marvinbryantia, 0.0005041% for Unknown Ruminococcaceae (Family)."
DO1195,"The gut microbiome of the individual shows a relative abundance of 0.5126257% for Firmicutes, 0.2461291% for Bacteroidota, 0.2293486% for Actinobacteriota, 0.0008378% for Proteobacteria, 0.0110588% for Verrucomicrobiota, 0.4514487% for Clostridia, 0.2461291% for Bacteroidia, 0.0611770% for Bacilli, 0.2101167% for Actinobacteria, 0.0008378% for Gammaproteobacteria, 0.0110588% for Verrucomicrobiae, 0.0192318% for Coriobacteriia, 0.4103476% for Lachnospirales, 0.2461291% for Bacteroidales, 0.2101167% for Bifidobacteriales, 0.0481199% for Erysipelotrichales, 0.0130571% for Lactobacillales, 0.0007323% for Enterobacterales, 0.0110588% for Verrucomicrobiales, 0.0000000% for Clostridia UCG-014, 0.0401579% for Oscillospirales, 0.0192318% for Coriobacteriales, 0.0005523% for Other_Order_Level, 0.0001055% for Burkholderiales, 0.0000000% for Peptococcales, 0.4103476% for Lachnospiraceae, 0.2390048% for Muribaculaceae, 0.2101167% for Bifidobacteriaceae, 0.0073973% for Erysipelotrichaceae, 0.0126040% for Lactobacillaceae, 0.0007323% for Enterobacteriaceae, 0.0407226% for Erysipelatoclostridiaceae, 0.0110588% for Akkermansiaceae, 0.0000000% for Unknown Clostridia UCG-014 (Order) 1, 0.0071243% for Rikenellaceae, 0.0287826% for Oscillospiraceae, 0.0008564% for Other_Family_Level, 0.0103327% for Ruminococcaceae, 0.0192318% for Eggerthellaceae, 0.0001055% for Sutterellaceae, 0.0000000% for Peptococcaceae, 0.2390048% for Unknown Muribaculaceae (Family), 0.2101167% for Bifidobacterium, 0.0007075% for Turicibacter, 0.1248177% for Unknown Lachnospiraceae (Family), 0.0064665% for Lactobacillus, 0.0165199% for Lachnospiraceae NK4A136 group, 0.0007323% for Escherichia-Shigella, 0.1663409% for [Eubacterium] ventriosum group, 0.0304396% for Erysipelatoclostridium, 0.0459231% for Lachnoclostridium, 0.0176121% for A2, 0.0110588% for Akkermansia, 0.0036676% for Dubosiella, 0.0000000% for Unknown Clostridia UCG-014 (Order) 2, 0.0102830% for Unknown Erysipelatoclostridiaceae (Family), 0.0071243% for Alistipes, 0.0030222% for Faecalibaculum, 0.0236069% for Roseburia, 0.0000000% for Lachnospiraceae UCG-001, 0.0078628% for GCA-900066575, 0.0039717% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0015142% for Other_Genus_Level, 0.0061376% for HT002, 0.0090481% for Incertae Sedis, 0.0137831% for Unknown Oscillospiraceae (Family), 0.0175004% for Enterorhabdus, 0.0001055% for Parasutterella, 0.0000000% for Unknown Peptococcaceae (Family), 0.0045365% for Intestinimonas, 0.0051757% for Colidextribacter, 0.0052874% for Oscillibacter, 0.0017935% for Marvinbryantia, 0.0009371% for Unknown Ruminococcaceae (Family)."
DO1196,"The gut microbiome of the individual shows a relative abundance of 0.2204093% for Firmicutes, 0.5730857% for Bacteroidota, 0.1305718% for Actinobacteriota, 0.0337139% for Proteobacteria, 0.0422192% for Verrucomicrobiota, 0.1882712% for Clostridia, 0.5730857% for Bacteroidia, 0.0321380% for Bacilli, 0.1303386% for Actinobacteria, 0.0337139% for Gammaproteobacteria, 0.0422192% for Verrucomicrobiae, 0.0002333% for Coriobacteriia, 0.1804657% for Lachnospirales, 0.5730857% for Bacteroidales, 0.1303386% for Bifidobacteriales, 0.0298794% for Erysipelotrichales, 0.0010240% for Lactobacillales, 0.0337139% for Enterobacterales, 0.0422192% for Verrucomicrobiales, 0.0000000% for Clostridia UCG-014, 0.0074756% for Oscillospirales, 0.0002333% for Coriobacteriales, 0.0012345% for Other_Order_Level, 0.0000000% for Burkholderiales, 0.0000000% for Peptococcales, 0.1804657% for Lachnospiraceae, 0.5728013% for Muribaculaceae, 0.1303386% for Bifidobacteriaceae, 0.0000000% for Erysipelotrichaceae, 0.0003527% for Lactobacillaceae, 0.0337139% for Enterobacteriaceae, 0.0298794% for Erysipelatoclostridiaceae, 0.0422192% for Akkermansiaceae, 0.0000000% for Unknown Clostridia UCG-014 (Order) 1, 0.0002845% for Rikenellaceae, 0.0057802% for Oscillospiraceae, 0.0012345% for Other_Family_Level, 0.0015474% for Ruminococcaceae, 0.0002333% for Eggerthellaceae, 0.0000000% for Sutterellaceae, 0.0000000% for Peptococcaceae, 0.5728013% for Unknown Muribaculaceae (Family), 0.1303386% for Bifidobacterium, 0.0000000% for Turicibacter, 0.0527157% for Unknown Lachnospiraceae (Family), 0.0000000% for Lactobacillus, 0.0319503% for Lachnospiraceae NK4A136 group, 0.0337139% for Escherichia-Shigella, 0.0574662% for [Eubacterium] ventriosum group, 0.0295609% for Erysipelatoclostridium, 0.0098991% for Lachnoclostridium, 0.0247023% for A2, 0.0422192% for Akkermansia, 0.0000000% for Dubosiella, 0.0000000% for Unknown Clostridia UCG-014 (Order) 2, 0.0003186% for Unknown Erysipelatoclostridiaceae (Family), 0.0002845% for Alistipes, 0.0000000% for Faecalibaculum, 0.0001821% for Roseburia, 0.0006884% for Lachnospiraceae UCG-001, 0.0006599% for GCA-900066575, 0.0000341% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0012345% for Other_Genus_Level, 0.0003527% for HT002, 0.0013938% for Incertae Sedis, 0.0012971% for Unknown Oscillospiraceae (Family), 0.0002333% for Enterorhabdus, 0.0000000% for Parasutterella, 0.0000000% for Unknown Peptococcaceae (Family), 0.0002048% for Intestinimonas, 0.0010639% for Colidextribacter, 0.0032144% for Oscillibacter, 0.0020424% for Marvinbryantia, 0.0001479% for Unknown Ruminococcaceae (Family)."
DO1197,"The gut microbiome of the individual shows a relative abundance of 0.6742833% for Firmicutes, 0.2714576% for Bacteroidota, 0.0445211% for Actinobacteriota, 0.0000221% for Proteobacteria, 0.0097160% for Verrucomicrobiota, 0.6333348% for Clostridia, 0.2714576% for Bacteroidia, 0.0409485% for Bacilli, 0.0295162% for Actinobacteria, 0.0000221% for Gammaproteobacteria, 0.0097160% for Verrucomicrobiae, 0.0150049% for Coriobacteriia, 0.5340537% for Lachnospirales, 0.2714576% for Bacteroidales, 0.0295162% for Bifidobacteriales, 0.0370886% for Erysipelotrichales, 0.0038599% for Lactobacillales, 0.0000221% for Enterobacterales, 0.0097160% for Verrucomicrobiales, 0.0000000% for Clostridia UCG-014, 0.0981688% for Oscillospirales, 0.0150049% for Coriobacteriales, 0.0007440% for Other_Order_Level, 0.0000000% for Burkholderiales, 0.0000000% for Peptococcales, 0.5340537% for Lachnospiraceae, 0.2546701% for Muribaculaceae, 0.0295162% for Bifidobacteriaceae, 0.0240873% for Erysipelotrichaceae, 0.0037420% for Lactobacillaceae, 0.0000221% for Enterobacteriaceae, 0.0130013% for Erysipelatoclostridiaceae, 0.0097160% for Akkermansiaceae, 0.0000000% for Unknown Clostridia UCG-014 (Order) 1, 0.0167875% for Rikenellaceae, 0.0745971% for Oscillospiraceae, 0.0007440% for Other_Family_Level, 0.0228793% for Ruminococcaceae, 0.0150049% for Eggerthellaceae, 0.0000000% for Sutterellaceae, 0.0000000% for Peptococcaceae, 0.2546701% for Unknown Muribaculaceae (Family), 0.0295162% for Bifidobacterium, 0.0152406% for Turicibacter, 0.2951619% for Unknown Lachnospiraceae (Family), 0.0036241% for Lactobacillus, 0.0567636% for Lachnospiraceae NK4A136 group, 0.0000221% for Escherichia-Shigella, 0.0000000% for [Eubacterium] ventriosum group, 0.0069537% for Erysipelatoclostridium, 0.0580674% for Lachnoclostridium, 0.0159477% for A2, 0.0097160% for Akkermansia, 0.0067695% for Dubosiella, 0.0000000% for Unknown Clostridia UCG-014 (Order) 2, 0.0060476% for Unknown Erysipelatoclostridiaceae (Family), 0.0167875% for Alistipes, 0.0020773% for Faecalibaculum, 0.0555703% for Roseburia, 0.0000000% for Lachnospiraceae UCG-001, 0.0345620% for GCA-900066575, 0.0079113% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0038304% for Other_Genus_Level, 0.0001179% for HT002, 0.0107325% for Incertae Sedis, 0.0275494% for Unknown Oscillospiraceae (Family), 0.0111450% for Enterorhabdus, 0.0000000% for Parasutterella, 0.0000000% for Unknown Peptococcaceae (Family), 0.0131928% for Intestinimonas, 0.0167212% for Colidextribacter, 0.0171337% for Oscillibacter, 0.0025782% for Marvinbryantia, 0.0078008% for Unknown Ruminococcaceae (Family)."
DO1198,"The gut microbiome of the individual shows a relative abundance of 0.3930946% for Firmicutes, 0.4030553% for Bacteroidota, 0.1969688% for Actinobacteriota, 0.0068813% for Proteobacteria, 0.0000000% for Verrucomicrobiota, 0.0744686% for Clostridia, 0.4030553% for Bacteroidia, 0.3186260% for Bacilli, 0.1964097% for Actinobacteria, 0.0068813% for Gammaproteobacteria, 0.0000000% for Verrucomicrobiae, 0.0005591% for Coriobacteriia, 0.0647359% for Lachnospirales, 0.4030553% for Bacteroidales, 0.1964097% for Bifidobacteriales, 0.0408578% for Erysipelotrichales, 0.2772005% for Lactobacillales, 0.0000989% for Enterobacterales, 0.0000000% for Verrucomicrobiales, 0.0004903% for Clostridia UCG-014, 0.0032385% for Oscillospirales, 0.0005591% for Coriobacteriales, 0.0005290% for Other_Order_Level, 0.0067824% for Burkholderiales, 0.0056255% for Peptococcales, 0.0647359% for Lachnospiraceae, 0.4014210% for Muribaculaceae, 0.1964097% for Bifidobacteriaceae, 0.0385654% for Erysipelotrichaceae, 0.2771446% for Lactobacillaceae, 0.0000989% for Enterobacteriaceae, 0.0022923% for Erysipelatoclostridiaceae, 0.0000000% for Akkermansiaceae, 0.0004903% for Unknown Clostridia UCG-014 (Order) 1, 0.0016343% for Rikenellaceae, 0.0018235% for Oscillospiraceae, 0.0005290% for Other_Family_Level, 0.0010924% for Ruminococcaceae, 0.0005591% for Eggerthellaceae, 0.0067824% for Sutterellaceae, 0.0056255% for Peptococcaceae, 0.4014210% for Unknown Muribaculaceae (Family), 0.1964097% for Bifidobacterium, 0.0004473% for Turicibacter, 0.0267855% for Unknown Lachnospiraceae (Family), 0.2429660% for Lactobacillus, 0.0046191% for Lachnospiraceae NK4A136 group, 0.0000989% for Escherichia-Shigella, 0.0042922% for [Eubacterium] ventriosum group, 0.0022923% for Erysipelatoclostridium, 0.0220159% for Lachnoclostridium, 0.0001505% for A2, 0.0000000% for Akkermansia, 0.0379203% for Dubosiella, 0.0004903% for Unknown Clostridia UCG-014 (Order) 2, 0.0000000% for Unknown Erysipelatoclostridiaceae (Family), 0.0016343% for Alistipes, 0.0000086% for Faecalibaculum, 0.0033417% for Roseburia, 0.0000129% for Lachnospiraceae UCG-001, 0.0031525% for GCA-900066575, 0.0000000% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0005290% for Other_Genus_Level, 0.0341786% for HT002, 0.0006279% for Incertae Sedis, 0.0009677% for Unknown Oscillospiraceae (Family), 0.0005591% for Enterorhabdus, 0.0067824% for Parasutterella, 0.0056255% for Unknown Peptococcaceae (Family), 0.0001978% for Intestinimonas, 0.0003054% for Colidextribacter, 0.0003097% for Oscillibacter, 0.0003097% for Marvinbryantia, 0.0002925% for Unknown Ruminococcaceae (Family)."
DO1199,"The gut microbiome of the individual shows a relative abundance of 0.5846217% for Firmicutes, 0.2862699% for Bacteroidota, 0.1279653% for Actinobacteriota, 0.0011431% for Proteobacteria, 0.0000000% for Verrucomicrobiota, 0.5519542% for Clostridia, 0.2862699% for Bacteroidia, 0.0326674% for Bacilli, 0.1177794% for Actinobacteria, 0.0011431% for Gammaproteobacteria, 0.0000000% for Verrucomicrobiae, 0.0101859% for Coriobacteriia, 0.4970469% for Lachnospirales, 0.2862699% for Bacteroidales, 0.1177794% for Bifidobacteriales, 0.0174722% for Erysipelotrichales, 0.0144471% for Lactobacillales, 0.0000000% for Enterobacterales, 0.0000000% for Verrucomicrobiales, 0.0108783% for Clostridia UCG-014, 0.0269843% for Oscillospirales, 0.0101859% for Coriobacteriales, 0.0007481% for Other_Order_Level, 0.0011431% for Burkholderiales, 0.0160735% for Peptococcales, 0.4970469% for Lachnospiraceae, 0.2796342% for Muribaculaceae, 0.1177794% for Bifidobacteriaceae, 0.0068774% for Erysipelotrichaceae, 0.0143681% for Lactobacillaceae, 0.0000000% for Enterobacteriaceae, 0.0105948% for Erysipelatoclostridiaceae, 0.0000000% for Akkermansiaceae, 0.0108783% for Unknown Clostridia UCG-014 (Order) 1, 0.0066357% for Rikenellaceae, 0.0207204% for Oscillospiraceae, 0.0007481% for Other_Family_Level, 0.0049768% for Ruminococcaceae, 0.0101859% for Eggerthellaceae, 0.0011431% for Sutterellaceae, 0.0160735% for Peptococcaceae, 0.2796342% for Unknown Muribaculaceae (Family), 0.1177794% for Bifidobacterium, 0.0002463% for Turicibacter, 0.1447451% for Unknown Lachnospiraceae (Family), 0.0135781% for Lactobacillus, 0.1563483% for Lachnospiraceae NK4A136 group, 0.0000000% for Escherichia-Shigella, 0.0496935% for [Eubacterium] ventriosum group, 0.0104973% for Erysipelatoclostridium, 0.0144192% for Lachnoclostridium, 0.0660133% for A2, 0.0000000% for Akkermansia, 0.0060781% for Dubosiella, 0.0108783% for Unknown Clostridia UCG-014 (Order) 2, 0.0000976% for Unknown Erysipelatoclostridiaceae (Family), 0.0066357% for Alistipes, 0.0002463% for Faecalibaculum, 0.0473701% for Roseburia, 0.0002928% for Lachnospiraceae UCG-001, 0.0119936% for GCA-900066575, 0.0033876% for Lachnospiraceae UCG-006, 0.0001812% for Blautia, 0.0007481% for Other_Genus_Level, 0.0007900% for HT002, 0.0027928% for Incertae Sedis, 0.0074025% for Unknown Oscillospiraceae (Family), 0.0100372% for Enterorhabdus, 0.0011431% for Parasutterella, 0.0160735% for Unknown Peptococcaceae (Family), 0.0031552% for Intestinimonas, 0.0059852% for Colidextribacter, 0.0039080% for Oscillibacter, 0.0021190% for Marvinbryantia, 0.0012965% for Unknown Ruminococcaceae (Family)."
DO1200,"The gut microbiome of the individual shows a relative abundance of 0.5423294% for Firmicutes, 0.3545859% for Bacteroidota, 0.0701438% for Actinobacteriota, 0.0073015% for Proteobacteria, 0.0256393% for Verrucomicrobiota, 0.4709846% for Clostridia, 0.3545859% for Bacteroidia, 0.0713449% for Bacilli, 0.0586094% for Actinobacteria, 0.0073015% for Gammaproteobacteria, 0.0256393% for Verrucomicrobiae, 0.0115344% for Coriobacteriia, 0.3825981% for Lachnospirales, 0.3545859% for Bacteroidales, 0.0586094% for Bifidobacteriales, 0.0568591% for Erysipelotrichales, 0.0138340% for Lactobacillales, 0.0000879% for Enterobacterales, 0.0256393% for Verrucomicrobiales, 0.0243870% for Clostridia UCG-014, 0.0604330% for Oscillospirales, 0.0115344% for Coriobacteriales, 0.0020872% for Other_Order_Level, 0.0072136% for Burkholderiales, 0.0011717% for Peptococcales, 0.3825981% for Lachnospiraceae, 0.3520301% for Muribaculaceae, 0.0586094% for Bifidobacteriaceae, 0.0431130% for Erysipelotrichaceae, 0.0136509% for Lactobacillaceae, 0.0000879% for Enterobacteriaceae, 0.0137461% for Erysipelatoclostridiaceae, 0.0256393% for Akkermansiaceae, 0.0243870% for Unknown Clostridia UCG-014 (Order) 1, 0.0025559% for Rikenellaceae, 0.0403961% for Oscillospiraceae, 0.0032882% for Other_Family_Level, 0.0149325% for Ruminococcaceae, 0.0115344% for Eggerthellaceae, 0.0072136% for Sutterellaceae, 0.0011717% for Peptococcaceae, 0.3520301% for Unknown Muribaculaceae (Family), 0.0586094% for Bifidobacterium, 0.0011132% for Turicibacter, 0.1288338% for Unknown Lachnospiraceae (Family), 0.0115491% for Lactobacillus, 0.0907666% for Lachnospiraceae NK4A136 group, 0.0000879% for Escherichia-Shigella, 0.0459033% for [Eubacterium] ventriosum group, 0.0128233% for Erysipelatoclostridium, 0.0302824% for Lachnoclostridium, 0.0089199% for A2, 0.0256393% for Akkermansia, 0.0169757% for Dubosiella, 0.0243870% for Unknown Clostridia UCG-014 (Order) 2, 0.0009228% for Unknown Erysipelatoclostridiaceae (Family), 0.0025559% for Alistipes, 0.0128307% for Faecalibaculum, 0.0089712% for Roseburia, 0.0001977% for Lachnospiraceae UCG-001, 0.0265401% for GCA-900066575, 0.0049946% for Lachnospiraceae UCG-006, 0.0323403% for Blautia, 0.0121935% for Other_Genus_Level, 0.0021018% for HT002, 0.0078214% for Incertae Sedis, 0.0076969% for Unknown Oscillospiraceae (Family), 0.0110950% for Enterorhabdus, 0.0072136% for Parasutterella, 0.0011717% for Unknown Peptococcaceae (Family), 0.0123620% for Intestinimonas, 0.0091470% for Colidextribacter, 0.0104725% for Oscillibacter, 0.0013329% for Marvinbryantia, 0.0049873% for Unknown Ruminococcaceae (Family)."
DO1201,"The gut microbiome of the individual shows a relative abundance of 0.8450129% for Firmicutes, 0.1243626% for Bacteroidota, 0.0257258% for Actinobacteriota, 0.0048987% for Proteobacteria, 0.0000000% for Verrucomicrobiota, 0.7386541% for Clostridia, 0.1243626% for Bacteroidia, 0.1063588% for Bacilli, 0.0008955% for Actinobacteria, 0.0048987% for Gammaproteobacteria, 0.0000000% for Verrucomicrobiae, 0.0248304% for Coriobacteriia, 0.6586006% for Lachnospirales, 0.1243626% for Bacteroidales, 0.0008955% for Bifidobacteriales, 0.1034723% for Erysipelotrichales, 0.0021491% for Lactobacillales, 0.0002950% for Enterobacterales, 0.0000000% for Verrucomicrobiales, 0.0000000% for Clostridia UCG-014, 0.0798534% for Oscillospirales, 0.0248304% for Coriobacteriales, 0.0007374% for Other_Order_Level, 0.0046037% for Burkholderiales, 0.0000000% for Peptococcales, 0.6586006% for Lachnospiraceae, 0.0689920% for Muribaculaceae, 0.0008955% for Bifidobacteriaceae, 0.0000000% for Erysipelotrichaceae, 0.0021491% for Lactobacillaceae, 0.0002950% for Enterobacteriaceae, 0.1034723% for Erysipelatoclostridiaceae, 0.0000000% for Akkermansiaceae, 0.0000000% for Unknown Clostridia UCG-014 (Order) 1, 0.0553706% for Rikenellaceae, 0.0620602% for Oscillospiraceae, 0.0010324% for Other_Family_Level, 0.0167608% for Ruminococcaceae, 0.0248304% for Eggerthellaceae, 0.0046037% for Sutterellaceae, 0.0000000% for Peptococcaceae, 0.0689920% for Unknown Muribaculaceae (Family), 0.0008955% for Bifidobacterium, 0.0000000% for Turicibacter, 0.4717985% for Unknown Lachnospiraceae (Family), 0.0013063% for Lactobacillus, 0.0424656% for Lachnospiraceae NK4A136 group, 0.0002950% for Escherichia-Shigella, 0.0042244% for [Eubacterium] ventriosum group, 0.0877439% for Erysipelatoclostridium, 0.0546332% for Lachnoclostridium, 0.0035397% for A2, 0.0000000% for Akkermansia, 0.0000000% for Dubosiella, 0.0000000% for Unknown Clostridia UCG-014 (Order) 2, 0.0157284% for Unknown Erysipelatoclostridiaceae (Family), 0.0553706% for Alistipes, 0.0000000% for Faecalibaculum, 0.0488285% for Roseburia, 0.0000000% for Lachnospiraceae UCG-001, 0.0052990% for GCA-900066575, 0.0084278% for Lachnospiraceae UCG-006, 0.0000000% for Blautia, 0.0021280% for Other_Genus_Level, 0.0008428% for HT002, 0.0023914% for Incertae Sedis, 0.0282331% for Unknown Oscillospiraceae (Family), 0.0246513% for Enterorhabdus, 0.0046037% for Parasutterella, 0.0000000% for Unknown Peptococcaceae (Family), 0.0047617% for Intestinimonas, 0.0107033% for Colidextribacter, 0.0183621% for Oscillibacter, 0.0162446% for Marvinbryantia, 0.0129999% for Unknown Ruminococcaceae (Family)."
